"new_tse_id","CNPJ","url","tse_id","util","position","estimulada","cand1","resul1","cand2","resul2","cand3","resul3","cand4","resul4","cand5","resul5","cand6","resul6","cand7","resul7","cand8","resul8","cand9","resul9","cand10","resul10","cand11","resul11","cand12","resul12","cand13","resul13","person","suspensa","vv","cand14","resul14","cand15","resul15","cand16","resul16","cand17","resul17","cand18","resul18","cand19","resul19","cand20","resul20","cand21","resul21","cand22","resul22","cand23","resul23","cand24","resul24","cand25","resul25","cand26","resul26","cand27","resul27","cand28","resul28","cand29","resul29","cand30","resul30","SG_UE","cand31","resul31","cand32","resul32","cand33","resul33","cand34","resul34","cand35","resul35","cand36","resul36","cand37","resul37","cand38","resul38","cand39","resul40","cand41","resul41","cand42","resul42","cand43","resul43","instituto","scenario","total","NM_UE","for_patch_1","for_patch_4","year","for_patch_2","for_patch_3","OBS","ID","for_patch_5","for_patch_6","obs"
,"68802370000186","http://g1.globo.com/sao-paulo/sorocaba-jundiai/eleicoes/2016/noticia/2016/08/raul-marcelo-e-crespo-estao-tecnicamente-empatados-diz-ibope.html","SP-01409/2016","TRUE","p","NA","RAUL MARCELO","30","CRESPO","26","HELIO GODOY","13","JOAO LEANDRO","5","GLAUBER PIVA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5143","76","SOROCABA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"96508015000134","https://www.jornalcidade.net/rc/na-corrida-pela-camara-municipal-guedes-lidera/35559/","SP-01670/2016","TRUE","v","0","PAULO GUEDES","4","LUCIANO BONSUCESSO","3.3","MARIA CARMO GUILHERME","1.9","SIVALDO FAISCA","1","GERALDO VOLUNTARIO","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5160","11.2","RIO CLARO","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10501739000130","https://www.folhacapital.com.br/portal/noticias/view/1166/paulo-hernandes-tem-61-contra-28-de-rosangela","TO-07919/2016","TRUE","p","NA","PAULO HERNANDES","61","ROSANGELA","28","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5392","89","BOM JESUS DO TOCANTINS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"6972255000100","http://www.jornaldiariodonorte.com.br/noticias/jacob-a-caminho-de-uma-nova-vitoria-30091605","GO-07473/2016","TRUE","p","1","JACOB FERREIRA","56.58","FERNANDO ROSA SOARES","29.38","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","92649","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1511","85.96","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"6972255000100","http://www.jornaldiariodonorte.com.br/noticias/jacob-a-caminho-de-uma-nova-vitoria-30091605","GO-07473/2016","TRUE","p","0","JACOB FERREIRA","55.86","FERNANDO ROSA SOARES","28.54","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","92649","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1510","84.4","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"8716449000162","https://www.folhadevalinhos.com.br/artigos/valinhos/politica/clayton-abre-11-pontos-de-diferenca-para-o-segundo-lugar","SP-01536/2016","TRUE","p","1","CLAYTON MACHADO","32.38","ALEXANDRE TONETTI","21.23","DR ORESTES PREVITALE","19.75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69833","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5154","73.36","VALINHOS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"8716449000162","https://www.folhadevalinhos.com.br/artigos/valinhos/politica/clayton-abre-11-pontos-de-diferenca-para-o-segundo-lugar","SP-01536/2016","TRUE","p","0","CLAYTON MACHADO","27.38","ALEXANDRE TONETTI","18.63","DR ORESTES PREVITALE","17.25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69833","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5153","63.26","VALINHOS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"22675543000141","https://cidadesnanet.com/news/municipios/alegrete-municipios-3/prefeito-marcio-alencar-lidera-pesquisa-com-ampla-vantagem-em-alegrete-do-piaui/","PI-00719/2016","TRUE","p","1","MARCIO ALENCAR","59.67","MANOEL ZE PEDRO","29","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10022","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3816","88.67","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"22675543000141","https://cidadesnanet.com/news/municipios/alegrete-municipios-3/prefeito-marcio-alencar-lidera-pesquisa-com-ampla-vantagem-em-alegrete-do-piaui/","PI-00719/2016","TRUE","p","0","MARCIO ALENCAR","54","MANOEL ZE PEDRO","28.33","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10022","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3815","82.33","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"22675543000141","https://www.cidadesemfoco.com/pesquisa-do-instituto-estimativa-aponta-lideranca-de-teresinha-em-isaias-coelho/","PI-03677/2016","TRUE","p","0","TERESINHA","49","DR EUDES","41.33","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10979","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3846","90.33","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"23254436000102","http://tijolaco.net/blog/wp-content/uploads/2018/04/Novo-Relatorio-VOX-.pdf","BR-02039/2018","TRUE","pr","0","LULA","39","JAIR BOLSONARO","9","JOAQUIM BARBOSA","2","MARINA SILVA","2","GERALDO ALCKIMIN","1","CIRO GOMES","1","ALVARO DIAS","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","DESCONHECIDO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","721","55","BRASIL","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"23254436000102","http://tijolaco.net/blog/wp-content/uploads/2018/04/Novo-Relatorio-VOX-.pdf","BR-02039/2018","TRUE","pr","1","LULA","47","JAIR BOLSONARO","11","JOAQUIM BARBOSA","9","MARINA SILVA","7","GERALDO ALCKIMIN","3","CIRO GOMES","2","ALVARO DIAS","2","HENRIQUE MEIRELLES","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","DESCONHECIDO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","722","82","BRASIL","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"14538940000143","http://www.jornaldiariodonorte.com.br/noticias/junior-moreira-lidera-em-mambai-com-48-75-20090940","GO-00011/2016","TRUE","p","1","JUNIOR MOREIRA","48.75","JOAQUIM BARBOSA","37.81","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FABRICIO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","94498","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1223","86.56","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"14538940000143","http://www.jornaldiariodonorte.com.br/noticias/junior-moreira-lidera-em-mambai-com-48-75-20090940","GO-00011/2016","TRUE","p","0","JUNIOR MOREIRA","41.88","JOAQUIM BARBOSA","30.94","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FABRICIO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","94498","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1222","72.82","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10713151000140","http://www.jornaldiariodonorte.com.br/noticias/cristiano-lidera-de-ponta-a-ponta-e-tem-48-19-30091556","GO-02994/2016","TRUE","p","1","CRISTIANO TEIXEIRA","48.19","AGOSTINHO","36.59","BRANCO","10.14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FABRICIO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","94455","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1402","94.92","TROMBAS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10713151000140","http://www.jornaldiariodonorte.com.br/noticias/cristiano-lidera-de-ponta-a-ponta-e-tem-48-19-30091556","GO-02994/2016","TRUE","p","0","CRISTIANO TEIXEIRA","47.1","AGOSTINHO","35.14","BRANCO","10.51","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FABRICIO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","94455","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1401","92.75","TROMBAS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"5850850000100","https://diariodegoias.com.br/quem-lidera-para-prefeito-em-aparecida-de-goiania/","GO-09146/2016","TRUE","p","1","GUSTAVO MENDANCA","37.8","MARLUCIO","23.1","ALCIDES","21.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FABRICIO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","94455","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1546","82","APARECIDA DE GOIANIA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"5850850000100","https://diariodegoias.com.br/quem-lidera-para-prefeito-em-aparecida-de-goiania/","GO-09146/2016","TRUE","p","0","GUSTAVO MENDANCA","30.7","MARLUCIO","15.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FABRICIO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","94455","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1545","45.8","APARECIDA DE GOIANIA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10892795000143","https://dalvanamendes.com/noticias/miltinho-aragao-lidera-pesquisa-em-sao-mateus-diz-escutec-2/","MA-01741/2016","TRUE","p","1","MILTINHO","35.7","ROVELIO","32","IRIOMAR","2.7","ROGERIO GARCIA","2.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FABRICIO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7560","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1806","72.7","SAO MATEUS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"9636807000190","http://www.irmaoinaldo.com.br/2016_09_27_archive.html","MA-08559/2016","TRUE","p","1","LEO COUTINHO","44.32","FABIO GENTIL","33.25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FABRICIO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7315","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2021","77.57","CAXIAS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"654576000172","http://www.gazetanortemineira.com.br/noticias/regional/instituto-verita-aponta-empate-em-porteirinha","MG-03378/2016","TRUE","p","1","JURACI FREIRE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FRAN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2266","0","PORTEIRINHA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"68802370000186","https://juizdeforasegura.blogspot.com/2016/10/ibope-votos-validos-bruno-tem-60-e.html","MG-07244/2016","TRUE","p","1","BRUNO","49","MARGARIDA","33","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FRAN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2316","82","JUIZ DE FORA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"26968293000199","https://www.jpnews.com.br/tres-lagoas/pesquisa-aponta-preferencias-de-eleitores-em-30-cidades-do-estado/113659/","BR-02443/2018","TRUE","pr","1","JAIR BOLSONARO","32.66","LULA SILVA","30.58","CIRO GOMES","8.91","MARINA SILVA","2.66","GERALDO ACKMIN","2.5","ALVARO DIAS","2.41","VALERIA MONTEIRO","1.41","RODRIGO MAIA","1.08","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MARI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","753","82.21","NA","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"84480946000192","https://pt.slideshare.net/DurangoDuarte/pesquisa3-eleitoralmanaus","AM-04757/2016","TRUE","p","1","SILAS CAMARA","8.2","HISSA ABRAHAO","3.8","ZE RICARDO","8.9","LUIZ CASTRO","2.7","MARCELO RAMOS","20.5","SERAFIM CORREA","9.4","ARTUR NETO","33.8","QUEIROZ","0.6","HENRIQUE OLIVEIRA","2.5","NA","NA","NA","NA","NA","NA","NA","NA","OSCAR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","120","90.4","MANAUS","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"68802370000186","https://www.blogdoevandomoreira.com/pesquisa-ibope-no-distrito-federal-eliana-22-fraga-14-rollemberg-11-rosso-10/","DF-07395/2018","TRUE","g","0","ELIANA PEDROSA","12","ALBERTO FRAGA","10","RODRIGO ROLLEMBERG","7","ROGERIO ROSSO","7","IBANEIS","6","GENERAL PAULO CHAGAS","2","MIRAGAYA","2","FATIMA SOUSA","1","ALEXANDRE GUERRA","1","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","DF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1145","48","NA","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"68802370000186","https://www.blogdoevandomoreira.com/pesquisa-ibope-no-distrito-federal-eliana-22-fraga-14-rollemberg-11-rosso-10/","DF-07395/2018","TRUE","g","1","ELIANA PEDROSA","22","ALBERTO FRAGA","14","RODRIGO ROLLEMBERG","11","ROGERIO ROSSO","10","IBANEIS","9","GENERAL PAULO CHAGAS","5","ALEXANDRE GUERRA","3","MIRAGAYA","3","FATIMA SOUSA","1","RENAN SOUSA","1","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","DF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1148","79","NA","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"68802370000186","https://www.ibopeinteligencia.com/noticias-e-pesquisas/no-distrito-federal-disputa-permanece-estavel-com-eliana-pedrosa-na-lideranca-e-segundo-colocado-indefinido/","DF-07395/2018","TRUE","s","0","LEILA VOLEI","13","CRISTOVAM BUARQUE","11","IZALCI","8","WASNY","5","CHICO LEITE","4","FADI FARAJ","3","PAULO ROQUE","1","JUIZ EVERALDO RIBEIRO","1","MARCELO NEVES","1","FERNANDO MARQUES","1","MARIVALDO PEREIRA","1","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","DF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1147","49","NA","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"68802370000186","https://www.ibopeinteligencia.com/noticias-e-pesquisas/no-distrito-federal-disputa-permanece-estavel-com-eliana-pedrosa-na-lideranca-e-segundo-colocado-indefinido/","DF-07395/2018","TRUE","s","1","LEILA VOLEI","25","CRISTOVAM BUARQUE","20","IZALCI","19","CHICO LEITE","11","WASNY","11","FADI FARAJ","7","MARCELO NEVES","4","PAULO ROQUE","3","HELIO QUEIROZ","2","JUIZ EVERALDO RIBEIRO","2","PROFESSORA AMABILE","2","CHICO SANT'ANNA","2","BRIGADEIRO ATILA MAIA","2","PEDRO","NA","NA","FERNANDO MARQUES","2","MARIVALDO PEREIRA","2","DANILO MATOSO","1","JOAO PEDRO FERRAZ","1","ROBSON","1","WALLISSON NASCIMENTO","1","ROMILDA TEIXEIRA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","DF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1150","119","NA","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"3303870000128","https://issuu.com/jornalalobrasilia/docs/1976","GO-06980/2016","TRUE","p","0","ENIO TATICO","21","HILDO CANDANGO","20","TULIO SANTILLO","15","GERALDO MESSIAS","14","PROFESSOR JUAREZ QUIRINO","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","93343","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1499","73","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"11849437000110","http://www.macaparanahoje.com/2018/08/pesquisa-ipespe-lula-lidera-com-folga.html","BR-06973/2018","TRUE","pr","NA","FERNANDO HADDAD","27","MARINA SILVA","15","JAIR BOLSONARO","14","CIRO GOMES","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","931","65","BRASIL","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
