url,tse_id,util,position,estimulada,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,person,suspensa,vv,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,SG_UE,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul40,cand41,resul41,cand42,resul42,cand43,resul43,instituto,scenario,total,NM_UE,for_patch_1,for_patch_4,year,for_patch_2,for_patch_3,OBS,ID,for_patch_5
https://ribeiraodasneves.net/37-noticias/politica/6167-nova-pesquisa-do-instituto-ver-amplia-vantagem-de-junynho-martins-psc-pela-prefeitura,MG-09233/2016,TRUE,p,1,JUNYNHO,"48,3",ANTONIO CARLOS,"29,5",IRANI BARBOSA,15.8,DANIELA CORREA,"6,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FABRICIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2345,99.8,NA,FALSE,NA,2016,FALSE,FALSE,NA,1,NA
https://media.infomoney.com.br/portal/XPPoll_%202018_05_1.pdf?_ga=2.82070224.798992830.1531946442-965861204.1530733191,BR-05699/2018,TRUE,pr,1,LULA,29,JAIR BOLSONARO,24,MARINA SILVA,9,GERALDO ALCKMIN,9,CIRO GOMES,6,ALVARO DIAS,4,MICHEL TEMER,1,MANUELA D'AVILA,1,JOAO AMOEDO,1,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,84,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://media.infomoney.com.br/portal/XPPoll_%202018_05_1.pdf?_ga=2.82070224.798992830.1531946442-965861204.1530733191,BR-09600/2018,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://media.infomoney.com.br/portal/XPPoll_%202018_06_01.pdf,BR-05997/2018,TRUE,pr,1,LULA,30,JAIR BOLSONARO,20,MARINA SILVA,10,GERALDO ALCKMIN,7,CIRO GOMES,6,ALVARO DIAS,5,HENRIQUE MEIRELLES,2,JOAO AMOEDO,2,MANUELA D'AVILA,1,GUILHERME BOULOS,1,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,84,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://images.infomoney.com.br/uploads/eleicoes2018/xp_poll__2018_07_02.pdf?_ga=2.13911799.1742761764.1531630194-54615565.1480538211,BR-09898/2018,TRUE,pr,1,LULA,30,JAIR BOLSONARO,20,MARINA SILVA,10,GERALDO ALCKMIN,7,CIRO GOMES,7,ALVARO DIAS,5,HENRIQUE MEIRELLES,2,MANUELA D'AVILA,1,JOAO AMOEDO,1,GUILHERME BOULOS,1,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029,84,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
http://www.serpes.com.br/pesquisa.aspx?ID=48,BR-02177/2018,TRUE,pr,1,LULA,33,JAIR BOLSONARO,25.2,MARINA SILVA,5.9,GERALDO ALCKMIN,5,HENRIQUE MEIRELLES,4,CIRO GOMES,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,76.6,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-goias/,GO-07780/2018,TRUE,g,0,RONALDO CAIADO,"13,9",JOSE ELITON,"4,8",MARCONI PERILLO,"4,1",DANIEL VILELA,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-goias/,GO-07780/2018,TRUE,g,1,RONALDO CAIADO,"40,2",DANIEL VILELA,"10,65",JOSE ELITON,"9,8",KATIA MARIA,"3,4",FABRICIO ROSA,"1,95",VILMAR ROCHA,3.4,LUIS CESAR BUENO,1.9,PEDRO CHAVES,1.9,WILDER MORAIS,1.1,LUANA BALDY,1,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527,54.9,GOIÃS,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-goias/,GO-05077/2018,TRUE,s,NA,MARCONI PERILLO,14,LUCIA VANIA,10.2,VANDERLAN CARDOSO,8.7,JORGE KAJURU,7.9,DEMOSTENES TORRES,4.8,VILMAR ROCHA,3.4,LUIS CESAR BUENO,1.9,PEDRO CHAVES,1.9,WILDER MORAIS,1.1,LUANA BALDY,1,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,54.9,BRASIL,NA,NA,2018,FALSE,FALSE,NA,1,FALSE
https://www.meionorte.com/politica/bom-jesus-marcos-elvas-aumenta-vantagem-e-vai-a-58-75-303758,PI-09923/2016,TRUE,p,0,MARCOS,"55,25",ALCINDO,"30,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.meionorte.com/politica/bom-jesus-marcos-elvas-aumenta-vantagem-e-vai-a-58-75-303758,PI-09923/2016,TRUE,p,1,MARCOS,"58,75",ALCINDO,"32,25",IRMAO MAZIM,"1,25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3854,86,BOM JESUS,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://www.meionorte.com/politica/bom-jesus-marcos-elvas-aumenta-vantagem-e-vai-a-58-75-303758,PI-04187/2016,TRUE,p,1,MARCOS,"51,5",ALCINDO,30,IRMAO MAZIM,"2,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3958,86,BOM JESUS,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://diariomsnews.com.br/noticias/campo-grande/marquinhos-deve-ser-o-novo-prefeito-de-campo-grande-pesquisa-valle-6692,MS-01644/2016,TRUE,p,1,MARQUINHOS TRAD,50.94,ROSE MODESTO,30.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAQUEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2468,81.17,CAMPO GRANDE,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://issuu.com/jnediario/docs/26102016,MS-03949/2016,TRUE,p,1,MARQUINHOS TRAD,"49,52",ROSE MODESTO,"31,29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAQUEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2496,81.17,CAMPO GRANDE,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://veja.abril.com.br/brasil/em-curitiba-ney-leprevost-aparece-na-lideranca-com-52/,PR-04268/2016,TRUE,p,1,NEY LEPREVOST,"37,82",RAFAEL GRECA,"34,2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4083,72.71,CURITIBA,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://miltoncompolitica.wordpress.com/2016/10/22/eleitor-de-perfil-mais-conservador-vai-definir-2-turno-e-baixaria-marca-campanha-em-curitiba/,PR-01761/2016,TRUE,p,1,NEY LEPREVOST,39.25,RAFAEL GRECA,33.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4059,72.71,CURITIBA,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://www.novanews.com.br/noticias/politica/reinaldo-azambuja-cresce-e-disputa-para-governo-de-ms-tem-empate-tecnico,MS-06595/2018,TRUE,g,0,ODILON OLIVEIRA,11,ANDRE PUCCINELLI,13,REINALDO AZAMBUJA,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.novanews.com.br/noticias/politica/reinaldo-azambuja-cresce-e-disputa-para-governo-de-ms-tem-empate-tecnico,MS-06595/2018,TRUE,g,1,ODILON OLIVEIRA,25,ANDRE PUCCINELLI,23,REINALDO AZAMBUJA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557,58,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://www.correiodafronteira.com.br/rejeicao-de-puccinelli-aumenta-apos-nova-prisao-e-disputa-ao-governo-embola-de-vez/,MS-00818/2018,TRUE,g,1,ODILON OLIVEIRA,21,ANDRE PUCCINELLI,19,REINALDO AZAMBUJA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2449,58,MATO GROSSO DO SUL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://www.dm.jor.br/politica/2016/10/clima-quente-na-reta-final/,GO-03445/2016,TRUE,p,1,ROBERTO ORION,"36,2",JOAO GOMES,"39,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1419,71.4,ANÃPOLIS,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://www.dm.jor.br/politica/2016/10/clima-quente-na-reta-final/,GO-04599/2016,TRUE,p,1,ROBERTO ORION,40.1,JOAO GOMES,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1441,71.4,ANÃPOLIS,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://www.diariodoaco.com.br/noticia/0000784-,MG-03700/2016,TRUE,p,0,SEBASTIAO QUINTAO,"33,2",CECILIA FERRAMENTA,"8,3",DANIEL CRISTIANO,"5,5",ROBERTO CARLOS,"2,6",EDUARDO FIGUEREDO,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.diariodoaco.com.br/noticia/0000784-,MG-03700/2016,TRUE,p,1,SEBASTIAO QUINTAO,"40,2",CECILIA FERRAMENTA,13,DANIEL CRISTIANO,"8,3",ROBERTO CARLOS,"4,4",EDUARDO FIGUEREDO,"1,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YASMIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2274,0,NA,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
https://www.diariodoaco.com.br/noticia/0001090-,MG-04635/2016,TRUE,p,0,SEBASTIAO QUINTAO,"44,6",CECILIA FERRAMENTA,"8,3",DANIEL CRISTIANO,"6,2",ROBERTO CARLOS,"3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.diariodoaco.com.br/noticia/0001090-,MG-04635/2016,TRUE,p,1,SEBASTIAO QUINTAO,49,CECILIA FERRAMENTA,11,DANIEL CRISTIANO,9,ROBERTO CARLOS,6,ROBINSON,1,EDUARDO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YASMIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2287,0,NA,FALSE,NA,2016,FALSE,FALSE,NA,1,FALSE
http://diariopopularmg.com.br/keisson-encosta-em-sergio-mendes-e-disputa-esta-tecnicamente-empatada/,MG-00181/2012,TRUE,p,,SERGIO MENDES,"35,7",KEISSON DRUMOND,"15,5",GERALDO NASCIMENTO,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2144,59.9,TIMÃ“TEO,FALSE,NA,2012,FALSE,FALSE,NA,1,FALSE
http://diariopopularmg.com.br/keisson-encosta-em-sergio-mendes-e-disputa-esta-tecnicamente-empatada/,MG-00537/2012,TRUE,p,0,SERGIO MENDES,27.6,KEISSON DRUMOND,22.6,GERALDO NASCIMENTO,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192,59.9,TIMÃ“TEO,FALSE,NA,2012,FALSE,FALSE,NA,1,FALSE
http://diariopopularmg.com.br/keisson-encosta-em-sergio-mendes-e-disputa-esta-tecnicamente-empatada/,MG-00537/2012,TRUE,p,1,SERGIO MENDES,31.3,KEISSON DRUMOND,26.9,GERALDO NASCIMENTO,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193,70.6,TIMÃ“TEO,FALSE,NA,2012,FALSE,FALSE,NA,1,FALSE
https://alexandre-pinheiro.blogspot.com/2018/09/,MA-07468/2018,TRUE,s,NA,WEVERTON ROCHA,29.9,ELIZIANE GAMA,29.4,EDISON LOBAO,22.3,SARNEY FILHO,21.4,JOSE REINALDO TAVARES,9.7,ALEXANDRE ALMEIDA,7.5,PRETA LU,1.5,SAMUEL CAMPELO,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RODRIGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,122.8,NA,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://especiais.gazetadopovo.com.br/eleicoes/2018/pesquisas-eleitorais/ibope/boca-de-urna-governo-rj-witzel-lidera-com-39-paes-tem-21/,RJ-06174/2018,TRUE,g,1,WILSON WITZEL,39,EDUARDO PAES,21,TARCISIO MOTTA,15,ROMARIO FARIA,9,INDIO,6,PEDRO FERNANDES,4,MARCIA TIBURI,4,MARCELO TRINDADE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4255,99,RIO DE JANEIRO,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://portalmt.com.br/boca-de-urna-no-rj-witzel-surpreende-e-tem-39-paes-briga-por-vaga-no-2o-turno/,RJ-04204/2018,TRUE,g,NA,WILSON WITZEL,39,EDUARDO PAES,21,TARCISIO MOTTA,15,ROMARIO,9,INDIO COSTA,6,PEDRO FERNANDES,4,MARCIA TIBURI,4,MARCELO TRINDADE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4243,99,RIO DE JANEIRO,FALSE,NA,2018,FALSE,FALSE,NA,1,NA
