url,tse_id,util,position,estimulada,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,person,suspensa,vv,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,SG_UE,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul40,cand41,resul41,cand42,resul42,cand43,resul43,instituto,scenario,total,NM_UE,for_patch_1,for_patch_4,year,for_patch_2,for_patch_3,OBS,ID,for_patch_5
https://media.infomoney.com.br/portal/XPPoll_%202018_05_1.pdf?_ga=2.82070224.798992830.1531946442-965861204.1530733191,BR-09600/2018,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3.amazonaws.com/gp-info-eleicoes/wp-content/uploads/sites/2/2018/09/14104836/XP-Poll_-2018_09_wk02.pdf,BR-07277/2018,TRUE,pr,0,JAIR BOLSONARO,20,LULA,9,CIRO GOMES,6,FERNANDO HADDAD,5,GERALDO ALCKMIN,4,JOAO AMOEDO,3,MARINA SILVA,2,ALVARO DIAS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944,51,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://www.infomoney.com.br/politica/bolsonaro-lidera-mas-e-rejeitado-por-62-enquanto-4-candidatos-aparecem-empatados-mostra-xp-ipespe/,BR-00339/2018,TRUE,pr,0,LULA,18,JAIR BOLSONARO,16,CIRO GOMES,5,GERALDO ALCKMIN,4,JOAO AMOEDO,4,MARINA SILVA,3,FERNANDO HADDAD,2,ALVARO DIAS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,51,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://media.infomoney.com.br/portal/XPPoll_%202018_05_1.pdf?_ga=2.82070224.798992830.1531946442-965861204.1530733191,BR-05699/2018,TRUE,pr,1,JAIR BOLSONARO,24,MARINA SILVA,14,CIRO GOMES,10,GERALDO ALCKMIN,9,ALVARO DIAS,4,FERNANDO HADDAD,3,HENRIQUE MEIRELLES,2,MANUELA D'AVILA,1,GUILHERME BOULOS,1,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,68,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://media.infomoney.com.br/portal/XPPoll_%202018_05_1.pdf?_ga=2.82070224.798992830.1531946442-965861204.1530733191,BR-09600/2018,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://especiais.gazetadopovo.com.br/eleicoes/2018/pesquisas-eleitorais/datafolha/ultimo-datafolha-mostra-bolsonaro-com-55-dos-votos-validos-contra-45-de-haddad/,BR-02460/2018,TRUE,pr,1,JAIR BOLSONARO,47,FERNANDO HADDAD,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,86,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/realtime-big-data-bolsonaro-tem-55-haddad-45-1.280106,BR-04450/2018,TRUE,pr,NA,JAIR BOLSONARO,47,FERNANDO HADDAD,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839,86,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://www.brasil247.com/poder/bolsonaro-tem-58-dos-votos-validos-contra-42-de-haddad-mostra-xp-ipespe,BR-05349/2018,TRUE,pr,NA,JAIR BOLSONARO,51,FERNANDO HADDAD,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866,88,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
https://pleno.news/brasil/eleicoes-2018/pesquisa-crusoe-bolsonaro-aparece-com-606-dos-validos.html,BR-08283/2018,TRUE,pr,NA,JAIR BOLSONARO,51,FERNANDO HADDAD,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959,88,BRASIL,FALSE,NA,2018,FALSE,FALSE,NA,1,FALSE
http://ribeiraodasneves.net/37-noticias/politica/6124-instituto-ver-coloca-junynho-martins-psc-em-vantagem-na-corrida-pela-prefeitura,MG-05081/2016,TRUE,p,1,JUNYNHO,41.1,ANTONIO CARLOS,30.3,IRANI BARBOSA,15.8,DANIELA CORREA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FABRICIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2303,99.8,NA,FALSE,NA,2016,FALSE,FALSE,NA,1,NA
