cannot_find_id,tse_id_new,tse_id,url,SG_UE,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul40,cand41,resul41,cand42,resul42,cand43,resul43,person,NM_UE,instituto,scenario
NA,SP-08589/2018,BR-06844/2018,https://www.ecolifeonline.com.br/32277,NA,TRUE,df,NA,NA,NA,RUSSOMANO,10.21,KIM,7.09,ALEX MANENTE,6.74,MARCELO LIMA,6.05,EDUARDO BOLSONARO,5.35,VICENTINHO,4.81,ANA DO CARMO,4.16,TIRIRICA,3.87,FABIO PALACIO,3.57,AILTON LIMA,3.37,EDSON SARDANO,3.07,SARGENTO LOBO,99,ROBERTO DO PROERD,84,ALDO SANTOS,69,CIRLENE RABECCHINI,59,OROSCO JR,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OSCAR,BRASIL,NA,943
NA,PI-03437/2018,BR-04823/2018,https://portalaz.com.br/publicacao/1560/,NA,TRUE,df,0,NA,NA,SILAS FREIRE,3,JULIO CESAR,2.67,ATILA LIRA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,869
NA,PI-08657/2018,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,NA,TRUE,df,0,NA,NA,SILAS FREIRE,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,990
NA,MS 00019/2014,BR-00178/2014,https://www.msemfoco.com.br/noticias/politica/pesquisa-aponta-avaliacao-governo-andre/31647/,NA,TRUE,s,1,NA,NA,SIMONE TEBET,28,RICARDO AYACHE,8,ANTONIO JOAO HUGO RODRIGUES,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,406
NA,MS 00019/2014,BR-00178/2014,https://www.msemfoco.com.br/noticias/politica/pesquisa-aponta-avaliacao-governo-andre/31647/,NA,TRUE,s,0,NA,NA,SIMONE TEBET,11,RICARDO AYACHE,2,ANTONIO JOAO HUGO RODRIGUES,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,403
NA,RS-00021/2014,BR-00784/2014,"https://www.terra.com.br/noticias/eleicoes/rio-grande-do-sul/datafolha-rs-tarso-reage-e-empata-com-ana-amelia-lemos,fc54d72fcf3b8410VgnVCM5000009ccceb0aRCRD.html",NA,TRUE,g,NA,NA,NA,TARSO GENRO,31,ANA AMELIA LEMOS,31,JOSE IVO SARTORI,17,VIEIRA DA CUNHA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,608
NA,PI-08657/2018,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,NA,TRUE,de,0,NA,NA,TERERE,2.2,ZE FILHO,1.6,DR. HELIO,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,989
NA,MG-00091/2014,BR-00653/2014,http://gazetadotriangulo.com.br/tmp/noticias/pesquisa-eleitoral-araguari-para-candidatos-a-deputado-estadual-e-federal/,NA,TRUE,de,1,NA,NA,TIAOZINHO DO SINDICATO,37.5,MARLOS FERNANDES,14.9,LUIS LOPES PORCAO,13.3,DR IDSON,5.5,ELISMAR PRADO,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRAN,MiNAS GERAIS,NA,574
NA,PI-04784/2018,BR-04300/2018,http://www.folhadeoeiras.com/noticia/2974/index.html,NA,TRUE,g,1,NA,NA,WELLINGTON DIAS,32.57,DR. PESSOA,15.43,LUCIANO NUNES,7.71,LUCIANE SANTOS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,851
NA,PI-03437/2018,BR-04823/2018,https://portalaz.com.br/publicacao/1560/,NA,TRUE,g,1,NA,NA,WELLINGTON DIAS,44,DR. PESSOA,7.67,LUCIANO NUNES,3.67,ELMANO FERRER,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,870
NA,PI-08657/2018,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,NA,TRUE,g,0,NA,NA,WELLINGTON DIAS,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,991
NA,PI-08657/2018,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,NA,TRUE,g,1,NA,NA,WELLINGTON DIAS,39.4,DR. PESSOA,11.4,LUCIANO NUNES,4.2,ELMANO FERRER,4,VALTER ALENCAR,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,992
NA,PI-06159/2018,BR-09322/2018,https://parnaibanomundo.blogspot.com/2018_09_30_archive.html,NA,TRUE,g,1,NA,NA,WELLINGTON DIAS,37,LUCIANO,23,DR. PESSOA,20,FABIO SERVIO,3,ELMANO O VEIN TRABALHADOR,2,LUCIANE SANTOS,1,PROFESSORA SUELI,1,VALTER ALENCAR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,1020
NA,PI-04784/2018,BR-04300/2018,http://folhadeoeiras.com/noticia/2975/DATA-AZ:-Wilson-Martins-lidera-na-corrida-para-o-Senado-em-Oeiras,NA,TRUE,s,1,NA,NA,WILSON MARTINS,12.43,MARCELO CASTRO,8.29,CIRO NOGUEIRA,7.43,FRANK AGUIAR,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,853
NA,PI-08657/2018,BR-08541/2018,https://www.portalaz.com.br/publicacao/1515/,NA,TRUE,s,1,NA,NA,WILSON MARTINS,9.8,FRANK AGUIAR,9.7,ROBERT RIOS,5.8,CIRO NOGUEIRA,5.7,MARCELO CASTRO,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,994
NA,RJ-00033/2018,BR-05945/2018,http://www.xodonews.com.br/confira-as-pesquisas-realtime-big-data-para-o-governo-dos-estados/,NA,TRUE,g,NA,NA,NA,WITZEL,53,PAES,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,911
