new_tse_id;tse_id;url;NM_UE;util;position;estimulada;suspensa;vv;cand1;resul1;cand2;resul2;cand3;resul3;cand4;resul4;cand5;resul5;cand6;resul6;cand7;resul7;cand8;resul8;cand9;resul9;cand10;resul10;cand11;resul11;cand12;resul12;cand13;resul13;cand14;resul14;cand15;resul15;cand16;resul16;cand17;resul17;cand18;resul18;cand19;resul19;cand20;resul20;cand21;resul21;cand22;resul22;cand23;resul23;cand24;resul24;cand25;resul25;cand26;resul26;cand27;resul27;cand28;resul28;cand29;resul29;cand30;resul30;cand31;resul31;cand32;resul32;cand33;resul33;cand34;resul34;cand35;resul35;cand36;resul36;cand37;resul37;cand38;resul38;cand39;resul39;cand40;resul40;cand41;resul41;cand42;resul42;cand43;resul43;manual_filename;SG_UE;obs;instituto;total;CNPJ
;PI-02506/2016;https://tribunadonordeste.com/geral/6433-dos-barrenses-nao-querem-que/;BARRAS;1;p;1;NA;NA;CARLOS ALBERTO LAGES MONTE;33;EDILSON SERVULO;21.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/25-(leva-geral2_leva5-2)-pedro18-entrega.xlsx.csv;NA;NA;NA;54.33;NA
;PI-02506/2016;https://tribunadonordeste.com/geral/6433-dos-barrenses-nao-querem-que/;BARRAS;1;p;0;NA;NA;CARLOS ALBERTO LAGES MONTE;20.67;EDILSON SERVULO;15.67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/25-(leva-geral2_leva5-2)-pedro18-entrega.xlsx.csv;NA;NA;NA;36.34;NA
;PI-02962/2016;https://180graus.com/pesquisa-eleitoral/amostragemjornal-mnelmano-tem-27-firmino-e-dr-pessoa-com-23;TERESINA;1;p;1;NA;NA;DR PESSOA;30.25;FIRMINO FILHO;24;FABIO ABREU;12;SILAS FREIRE;9.75;RODRIGO MARTINS;1.75;ROSARIO BEZERRA;1.5;EVALDO GOMES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/6-(envio_leva2)-pedro2-entrega.xlsx.csv;NA;NA;NA;80.25;NA
;PI-02962/2016;https://180graus.com/pesquisa-eleitoral/amostragemjornal-mnelmano-tem-27-firmino-e-dr-pessoa-com-23;TERESINA;1;p;1;NA;NA;ELMANO FERRER;29.25;DR PESSOA;24;FIRMINO FILHO;22.75;SILAS FREIRE;7.25;RODRIGO MARTINS;1.25;MERLONG SOLANO;1.25;EVALDO GOMES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/6-(envio_leva2)-pedro2-entrega.xlsx.csv;NA;NA;NA;86.75;NA
;PI-02962/2016;https://180graus.com/pesquisa-eleitoral/amostragemjornal-mnelmano-tem-27-firmino-e-dr-pessoa-com-23;TERESINA;1;p;1;NA;NA;ELMANO FERRER;27.75;FIRMINO FILHO;24.5;DR PESSOA;23;SILAS FREIRE;8.25;RODRIGO MARTINS;1.25;DANIEL OLIVEIRA;1;EVALDO GOMES;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/6-(envio_leva2)-pedro2-entrega.xlsx.csv;NA;NA;NA;86;NA
;PI-04187/2016;https://www.meionorte.com/politica/bom-jesus-marcos-elvas-aumenta-vantagem-e-vai-a-58-75-303758;BOM JESUS;1;p;1;NA;NA;MARCOS;51.5;ALCINDO;30;IRMAO MAZIM;2.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/6-(envio_leva2)-pedro2-entrega.xlsx.csv;NA;NA;NA;84;NA
;PI-04187/2016;https://www.meionorte.com/politica/bom-jesus-marcos-elvas-aumenta-vantagem-e-vai-a-58-75-303758;BOM JESUS;0;p;1;NA;NA;MARCOS;51.5;ALCINDO;30;IRMAO MAZIM;2.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;NA
;PI-06511/2016;https://cidadesnanet.com/news/destaque/campo-grande-dr-tico-venceria-eleicoes-contra-qualquer-um-dos-pre-candidatos-do-grupao-aponta-pesquisa-veja/;CAMPO GRANDE DO PIAUÍ;1;p;1;NA;NA;DR TICO;45;GILSON;19.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/25-(leva-geral2_leva5-2)-pedro18-entrega.xlsx.csv;NA;NA;NA;64.33;NA
;PI-06511/2016;https://cidadesnanet.com/news/destaque/campo-grande-dr-tico-venceria-eleicoes-contra-qualquer-um-dos-pre-candidatos-do-grupao-aponta-pesquisa-veja/;CAMPO GRANDE DO PIAUÍ;1;p;1;NA;NA;DR TICO;44;QUIRINO;24.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/25-(leva-geral2_leva5-2)-pedro18-entrega.xlsx.csv;NA;NA;NA;68.33;NA
;PI-06511/2016;https://cidadesnanet.com/news/destaque/campo-grande-dr-tico-venceria-eleicoes-contra-qualquer-um-dos-pre-candidatos-do-grupao-aponta-pesquisa-veja/;CAMPO GRANDE DO PIAUÍ;1;p;1;NA;NA;DR TICO;45;DR ELIAS;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/25-(leva-geral2_leva5-2)-pedro18-entrega.xlsx.csv;NA;NA;NA;71;NA
;PI-06511/2016;https://cidadesnanet.com/news/destaque/campo-grande-dr-tico-venceria-eleicoes-contra-qualquer-um-dos-pre-candidatos-do-grupao-aponta-pesquisa-veja/;CAMPO GRANDE DO PIAUÍ;1;p;1;NA;NA;DR TICO;44;BAIA;29.67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/25-(leva-geral2_leva5-2)-pedro18-entrega.xlsx.csv;NA;NA;NA;73.67;NA
;PI-07090/2016;https://www.meionorte.com/politica/ozires-vence-todos-os-candidatos-da-oposicao-em-baixa-grande-298595;BAIXA GRANDE DO RIBEIRO;1;p;NA;NA;NA;OZIRES;56.67;ALDIR;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/7-(envio_leva2)-clara2-entrega.xlsx.csv;NA;NA;NA;87.67;NA
;PI-07090/2016;https://www.meionorte.com/politica/ozires-vence-todos-os-candidatos-da-oposicao-em-baixa-grande-298595;BAIXA GRANDE DO RIBEIRO;1;p;NA;NA;NA;OZIRES;59.67;ALVIMAR;23.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/7-(envio_leva2)-clara2-entrega.xlsx.csv;NA;NA;NA;83;NA
;PI-09923/2016;https://www.meionorte.com/politica/bom-jesus-marcos-elvas-aumenta-vantagem-e-vai-a-58-75-303758;BOM JESUS;1;p;1;NA;NA;MARCOS;58.75;ALCINDO;32.25;IRMAO MAZIM;1.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/6-(envio_leva2)-pedro2-entrega.xlsx.csv;NA;NA;NA;92.25;NA
;PI-09923/2016;https://www.meionorte.com/politica/bom-jesus-marcos-elvas-aumenta-vantagem-e-vai-a-58-75-303758;BOM JESUS;0;p;1;NA;NA;MARCOS;58.75;ALCINDO;32.25;IRMAO MAZIM;1.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;NA
;PR-00014/2012;https://issuu.com/reniprefeito/docs/jornal_tribuna_foz_40__01-08-20122;NA;0;p;1;NA;NA;RENI PEREIRA;55.7;CHICO BRASILEIRO;20.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;76.5;NA
;PR-00014/2012;https://kakasp.wordpress.com/2012/07/21/numeros-x-metodologia-no-que-devemos-acreditar/;NA;1;p;1;NA;NA;RENI PEREIRA;53.5;CHICO BRASILEIRO;13.2;DR AIEX;1.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;67.9;NA
;PR-00014/2012;https://olhoabertopr.blogspot.com/2012/09/foz-do-iguacuempate-tecnico-reni-tem-44.html;NA;0;p;1;NA;NA;RENI PEREIRA;55.5;CHICO BRASILEIRO;22.5;DR AIEX;1.5;ELVIS GIMENES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;80.5;NA
;PR-00022/2014;https://issuu.com/orangotoe/docs/833-6c014025-e1c5-488b-abee-ed70a6d0d7ee/3;NA;1;g;1;NA;NA;BETO RICHA;44.3;ROBERTO REQUIAO;25.4;GLEISI HOFFMANN;15.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;PR;NA;NA;85.6;NA
;PR-00022/2014;https://issuu.com/orangotoe/docs/833-6c014025-e1c5-488b-abee-ed70a6d0d7ee/3;NA;0;g;1;NA;NA;BETO RICHA;50.4;ROBERTO REQUIAO;19.2;GLEISI HOFFMANN;11.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;PR;NA;NA;81.2;NA
;PR-00022/2014;https://issuu.com/orangotoe/docs/833-6c014025-e1c5-488b-abee-ed70a6d0d7ee/3;NA;0;s;1;NA;NA;ALVARO DIAS;62.9;MARCELO ALMEIDA;6.8;RICARDO GOMYDE;3.1;PROFESSOR PIVA;2.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;PR;NA;NA;75.6;NA
;PR-00022/2014;https://issuu.com/tribunadovale/docs/pdf2695;NA;0;s;1;NA;NA;ALVARO DIAS;82.9;MARCELO ALMEIDA;6.8;RICARDO GOMYDE;3.1;PROFESSOR PIVA;2.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;PR;NA;NA;95.6;NA
;PR-00034/2014;https://gazetametropolitanadecolombo.blogspot.com/2014/;NA;1;g;1;NA;NA;BETO RICHA;46;ROBERTO REQUIAO;28;GLEISI HOFFMANN;14;OGIER BUCHI;1;BERNARDO PILOTTO;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;PR;NA;NA;90;NA
;PR-00034/2014;https://goioxim.blogspot.com/2014/09/55-indicam-vitoria-de-beto-richa-diz.html;NA;0;g;1;NA;NA;BETI RICHA;55;ROBERTO REQUIAO;20;GLEISI HOFFMANN;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;PR;NA;NA;82;NA
;PR-00049/2012;https://informeeativo.blogspot.com/2012/;NA;1;p;1;NA;NA;RENI PEREIRA;56.8;CHICO BRASILEIRO;22.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;79.5;NA
;PR-00049/2012;https://informeeativo.blogspot.com/2012/;NA;0;p;1;NA;NA;RENI PEREIRA;58.8;CHICO BRASILEIRO;16.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;75.1;NA
;PR-00268/2012;https://informeeativo.blogspot.com/2012/;NA;1;p;1;NA;NA;RENI;46.6;CHICO BRASILEIRO;35.8;AIEX;1.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;83.7;NA
;PR-00268/2012;https://informeeativo.blogspot.com/2012/;NA;0;p;1;NA;NA;RENI;48.8;CHICO BRASILEIRO;32.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;81.5;NA
;PR-00301/2012;https://issuu.com/gerfercar/docs/cataratas-edi_37_set_2012;NA;1;p;1;NA;NA;CLAUDIO EBERHARD;53.8;IZANILDO;32.1;CLAUDINEY COSTA;3.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;84670;NA;NA;89.7;NA
;PR-00301/2012;https://vdocuments.mx/claudio-45-prefeito-informativo-08.html;NA;0;p;1;NA;NA;CLAUDIO QUEGE;57;IZANILDO;30.8;CLAUDINEY COSTA;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;84670;NA;NA;90;NA
;PR-00381/2012;https://www.fabiocampana.com.br/2012/10/em-foz-reni-tem-44-chico-brasileiro-tem-35-na-pesquisa-radarcbn/;NA;1;p;1;NA;NA;RENI;48.3;CHICO BRASILEIRO;38;AIEX;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;87.4;NA
;PR-00381/2012;https://www.fabiocampana.com.br/2012/10/em-foz-reni-tem-44-chico-brasileiro-tem-35-na-pesquisa-radarcbn/;NA;0;p;1;NA;NA;RENI;49.3;CHICO BRASILEIRO;29.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;75639;NA;NA;78.5;NA
;PR-00426/2012;https://issuu.com/genesismachado/docs/cn_631;NA;0;p;1;NA;NA;BETO BOLINHA;47.6;BI;26;MANEZAO;1.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/17-(leva-geral_2-2(965))-maricelia4-entrega.xlsx.csv;79073;NA;NA;74.8;NA
