new_tse_id;tse_id;url;NM_UE;util;position;estimulada;suspensa;vv;cand1;resul1;cand2;resul2;cand3;resul3;cand4;resul4;cand5;resul5;cand6;resul6;cand7;resul7;cand8;resul8;cand9;resul9;cand10;resul10;cand11;resul11;cand12;resul12;cand13;resul13;cand14;resul14;cand15;resul15;cand16;resul16;cand17;resul17;cand18;resul18;cand19;resul19;cand20;resul20;cand21;resul21;cand22;resul22;cand23;resul23;cand24;resul24;cand25;resul25;cand26;resul26;cand27;resul27;cand28;resul28;cand29;resul29;cand30;resul30;cand31;resul31;cand32;resul32;cand33;resul33;cand34;resul34;cand35;resul35;cand36;resul36;cand37;resul37;cand38;resul38;cand39;resul39;cand40;resul40;cand41;resul41;cand42;resul42;cand43;resul43;manual_filename;SG_UE;obs;instituto;total;CNPJ
;BR-07862/2018;NA;RIO GRANDE DO NORTE;1;pr;1;NA;NA;ALVARO DIAS;2.34;CIRO GOMES;10.28;GERALDO ALCKMIN;2.91;JAIR BOLSONARO;15.25;MARINA SILVA;8.44;FERNANDO HADDAD;11.49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/31-(pdf3)-pedro7-entrega.xlsx.csv;NA;NA;CERTUS;50.71;NA
;BR-08361/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/07/SPFederal_M%C3%ADdia-1julho.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21.1;LULA;21;GERALDO ALCKMIN;16.4;MARINA SILVA;8;CIRO GOMES;4.9;ALVARO DIAS;4.1;JOAO AMOEDO;1.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;76.8;NA
;BR-08361/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/07/SPFederal_M%C3%ADdia-1julho.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;22.3;GERALDO ALCKMIN;19;MARINA SILVA;10.4;CIRO GOMES;8.1;ALVARO DIAS;4.5;FERNANDO HADDAD;4;JOAO AMOEDO;1.4;MANUELA D'AVILA;1.2;GUILHERME BOULOS;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;72;NA
;BR-08786/2018;http://www.radarhoje.com/2018/05/pesquisa-mostra-fatima-garibaldi-e-ciro.html;BRASIL;1;pr;1;NA;NA;CIRO GOMES;11.43;CANDIDATO PT;11.59;MARINA SILVA;9.02;JAIR BOLSONARO;3.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/23-(bing_output5_filtered(493))-fran2-pedro_revisado-entrega.xlsx.csv;NA;NA;NA;35.58;NA
;BR-08786/2018;https://blogdachris.com/post/coluna-da-chris/1461/;BRASIL;1;pr;1;NA;NA;LULA;40.07;JAIR BOLSONARO;7.73;CIRO GOMES;2.98;MARINA SILVA;2.91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/23-(bing_output5_filtered(493))-fran2-pedro_revisado-entrega.xlsx.csv;NA;NA;NA;53.69;NA
;BR-09235/2018;https://s3.amazonaws.com/gp-eleicoes2018/eleicoes/2018/wp-content/uploads/2018/06/20172442/ParanaPesquisas-presidencia-eleitorado-sp-201806.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21.6;GERALDO ALCKMIN;19.1;MARINA SILVA;12.6;CIRO GOMES;8.9;ALVARO DIAS;4;JOAO AMOEDO;1.2;HENRIQUE MEIRELLES;1.1;MANUELA D'AVILA;1;JAQUES WAGNER;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;70.5;NA
;BR-09235/2018;https://s3.amazonaws.com/gp-eleicoes2018/eleicoes/2018/wp-content/uploads/2018/06/20172442/ParanaPesquisas-presidencia-eleitorado-sp-201806.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;20.6;LULA;19.5;GERALDO ALCKMIN;16.7;MARINA SILVA;9;CIRO GOMES;5.6;ALVARO DIAS;3.5;JOAO AMOEDO;1.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;76;NA
;BR-09235/2018;https://s3.amazonaws.com/gp-eleicoes2018/eleicoes/2018/wp-content/uploads/2018/06/20172442/ParanaPesquisas-presidencia-eleitorado-sp-201806.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21.4;GERALDO ALCKMIN;18.4;MARINA SILVA;11.7;CIRO GOMES;8.3;FERNANDO HADDAD;5.1;ALVARO DIAS;3.9;JOAO AMOEDO;1.2;HENRIQUE MEIRELLES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;71;NA
;BR-09614/2018;https://www.slideshare.net/LeonardoAttuch2/pesquisa-vox-247-d-empate-entre-haddad-e-bolsonaro;BRASIL;1;pr;0;NA;NA;JAIR BOLSONARO;42;FERNANDO HADDAD;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/devonthinkoutput_oscar_vp_fmt.csv.csv;NA;NA;NA;83;NA
;BR-09614/2018;https://www.slideshare.net/LeonardoAttuch2/pesquisa-vox-247-d-empate-entre-haddad-e-bolsonaro;BRASIL;0;pr;0;NA;NA;JAIR BOLSONARO;43;FERNANDO HADDAD;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/devonthinkoutput_oscar_vp_fmt.csv.csv;NA;NA;NA;86;NA
;BR-09710/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/05/BA_Federal_M%C3%ADdia-2.pdf;BRASIL;1;pr;1;NA;NA;LULA;43.4;JAIR BOLSONARO;16.8;MARINA SILVA;8.3;CIRO GOMES;7.1;ALVARO DIAS;3.8;GERALDO ALCKMIN;3.2;FLAVIO ROCHA;1.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;83.9;NA
;BR-09710/2018;https://brpolitico.com.br/noticias/wp-content/uploads/sites/683/2018/05/BA_Federal_M%C3%ADdia-2.pdf;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;19.6;MARINA SILVA;18;CIRO GOMES;13.5;GERALDO ALCKMIN;5;ALVARO DIAS;4.9;FERNANDO HADDAD;1.9;FLAVIO ROCHA;1.6;MANUELA D'AVILA;1.4;RODRIGO MAIA;1.4;HENRIQUE MEIRELES;1.2;JOAO AMOEDO;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;69.5;NA
;BR-09898/2018;https://images.infomoney.com.br/uploads/eleicoes2018/xp_poll__2018_07_02.pdf?_ga=2.13911799.1742761764.1531630194-54615565.1480538211;BRASIL;1;pr;1;NA;NA;JAIR BOLSONARO;21;FERNANDO HADDAD;12;MARINA SILVA;11;CIRO GOMES;8;GERALDO ALCKMIN;7;ALVARO DIAS;4;HENRIQUE MEIRELLES;2;MANUELA D'AVILA;2;GUILHERME BOULOS;1;FLAVIO ROCHA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/26-(leva-geral2_leva2)-pedro10-entrega.xlsx.csv;NA;NA;NA;69;NA
;BR-09898/2018;https://images.infomoney.com.br/uploads/eleicoes2018/xp_poll__2018_07_02.pdf?_ga=2.13911799.1742761764.1531630194-54615565.1480538211;BRASIL;1;pr;1;NA;NA;LULA;30;JAIR BOLSONARO;20;MARINA SILVA;10;GERALDO ALCKMIN;7;CIRO GOMES;7;ALVARO DIAS;5;HENRIQUE MEIRELLES;2;MANUELA D'AVILA;1;JOAO AMOEDO;1;GUILHERME BOULOS;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;NA
;BR-09989/2018;http://www.folharondoniense.com.br/geral/bolsonaro-abre-vantagem-de-10-pontos-sobre-alckmin-em-sp-68-rejeitam-haddad-mostra-xp-ipespe/;SÃO PAULO;1;pr;1;NA;NA;BOLSONARO;21;ALCKMIN;20;CIRO GOMES;9;MARINA SILVA;10;HADDAD;5;JOAO AMOEDO;0;ALVARO DIAS;4;HENRIQUE MEIRELLES;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/22-(leva-geral2_leva7)-fran1-salvaged-entrega.csv.csv;NA;NA;NA;69;NA
;BR-09989/2018;https://especiais.gazetadopovo.com.br/eleicoes/2018/pesquisas-eleitorais/ipespe/xp-ipespe-em-sao-paulo-bolsonaro-supera-alckmin-e-lidera-com-25-das-intencoes-de-voto/;SÃO PAULO;1;pr;1;NA;NA;BOLSONARO;25;ALCKMIN;15;CIRO GOMES;9;MARINA SILVA;8;HADDAD;8;JOAO AMOEDO;5;ALVARO DIAS;3;HENRIQUE MEIRELLES;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/22-(leva-geral2_leva7)-fran1-salvaged-entrega.csv.csv;NA;NA;NA;75;NA
;DF-00073/2014;http://exataop.com.br/pesquisas/resultados/PESQUISA_OUTUBRO_GERAL_ELEITORAL.pdf;NA;1;g;1;NA;NA;ROLLEMBERG;30.6;JOFRAN FREJAT;24.4;AGNELO;21.4;PITIMAN;3.8;TONINHO;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;82.4;NA
;DF-00073/2014;http://exataop.com.br/pesquisas/resultados/PESQUISA_OUTUBRO_GERAL_ELEITORAL.pdf;NA;1;s;1;NA;NA;REGUFFE;33.7;GIM;19.5;MAGELA;19.3;SANDRA QUEZADO;1.9;TONINHO;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;76.6;NA
;DF-00073/2014;http://exataop.com.br/pesquisas/resultados/PESQUISA_OUTUBRO_GERAL_ELEITORAL.pdf;NA;1;df;0;NA;NA;FRAGA;9;ERIKA KOKAY;3.6;RONEY NEMER;3.2;ROGERIO ROSSO;3;ALIRIO;2.8;IZALCI;2.7;VITOR PAULO;2.7;ELIANA PEDROSA;2.6;RONALDO FONSECA;2.5;AUGUSTO CARVALHO;2.2;MARIA ABADIA;2;MARIA ABADIA;2;POLICARPO;2;LAERTE BESSA;1.9;JOAQUIM RORIZ NETO;1.7;PATRICIO;1.5;RAFAEL BARBOSA;1.4;JURACI TESOURA OURO;1.1;SANDRO AVELAR;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;48.9;NA
;DF-00073/2014;http://exataop.com.br/pesquisas/resultados/PESQUISA_OUTUBRO_GERAL_ELEITORAL.pdf;NA;1;de;0;NA;NA;LILIANE;2.4;CHICO VIGILANTE;1.8;DR MICHEL;1.7;RICARDO VALE;1.5;RAFAEL PRUDENTE;1.4;WASNY;1.2;PAULO RORIZ;1.2;ROBERIO NEGREIRO;1.1;JUAREZAO;1;BISPO RENATO;1;CHICO LEITE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;15.3;NA
DF-00054/2014;DF-00073/2014;https://docplayer.com.br/6863595-Pesquisa-eleitoral-setembro-2014.html;NA;1;g;1;NA;NA;ROLLEMBERG;25.6;AGNELO;22.7;JOFRAN FREJAT;17.3;PITIMAN;5.5;TONINHO;2.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;73.8;NA
DF-00054/2014;DF-00073/2014;https://docplayer.com.br/6863595-Pesquisa-eleitoral-setembro-2014.html;NA;1;s;1;NA;NA;REGUFFE;34.9;MAGELA;22.9;GIM;17.3;SANDRA QUEZADO;2.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;77.2;NA
DF-00054/2014;DF-00073/2014;https://docplayer.com.br/6863595-Pesquisa-eleitoral-setembro-2014.html;NA;1;df;0;NA;NA;FRAGA;3.2;IZALCI;2;ALIRIO NETO;1.9;ELIANA PEDROSA;1.6;ROGERIO ROSSO;1.5;ERIKA KOKAY;1.4;VITOR PAULO;1.3;RONEY NEMER;1.1;RONALDO FONSECA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;15;NA
DF-00054/2014;DF-00073/2014;https://docplayer.com.br/6863595-Pesquisa-eleitoral-setembro-2014.html;NA;1;de;0;NA;NA;LILIANE RORIZ;1.6;DR MICHEL;1.2;CHICO VIGILANTE;1.1;WASNY;1;CHICO LEITE;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;5.9;NA
;DF-01019/2018;https://diariodopoder.com.br/ibope-confirma-crescimento-de-ibaneis-e-seu-empate-com-eliana-pedrosa/;NA;0;g;1;NA;NA;ELIANA PEDROSA;21;IBANEIS;20;ALBERTO FRAGA;11;RODRIGO ROLLEMBERG;11;ROGERIO ROSSO;11;GENERAL PAULO CHAGAS;3;MIRAGAYA;3;ALEXANDRE GUERRA;2;FATIMA SOUSA;1;RENAN ROSA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;84;NA
;DF-01019/2018;https://radardf.com.br/politica/nova-pesquisa-ibaneis-lidera-corrida-ao-buriti-enquanto-fraga-e-eliana-empatam;NA;1;g;1;NA;NA;IBANEIS ROCHA;19.2;ALBERTO FRAGA;16.3;ELIANA PEDROSA;16.1;RODRIGO ROLLEMBERG;10.1;ROGERIO ROSSO;8.6;GENERAL PAULO CHAGAS;4.1;JULIO MIRAGAYA;3.1;ALEXANDRE GUERRA;3;PROFESSORA FATIMA;1.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/12-(leva-geral_4-2-1(1500))-pedro12-entrega.xlsx.csv;DF;NA;NA;82.1;NA
;ES-00003/2012;http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Cachoeiro_201202_V00_SiteFutura.pdf;CACHOEIRO DE ITAPEMIRIM;1;p;1;NA;NA;THEODORICO FERRACO;46.5;GLAUBER COELHO;21.2;CARLOS CASTEGLIONE;15.5;ABEL SANTANA;7;ROBERTO VALADAO;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;92.2;NA
;ES-00003/2012;http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Cachoeiro_201202_V00_SiteFutura.pdf;CACHOEIRO DE ITAPEMIRIM;1;p;1;NA;NA;THEODORICO FERRACO;44.2;GLAUBER COELHO;19.2;CARLOS CASTEGLIONE;14.8;CAMILO COLA;7.8;ABEL SANTANA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;93;NA
;ES-00004/2014;https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/;ESPÍRITO SANTO;1;s;1;NA;NA;FABIANO CONTARATO;23.4;JOAO COSER;22.9;ROSE FREITAS;15.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;62;NA
;ES-00004/2014;https://www.vilanoticias.com/em-vitoria-hartung-sai-na-frente-com-379/;ESPÍRITO SANTO;1;s;1;NA;NA;PAULO HARTUNG;43.4;FABIANO CONTARATO;17.5;JOAO COSER;16.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;77.6;NA
