OBS,1 = Preencher,tse_id,url,sg_uf,sg_ue,ds_cargos,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul40,cand41,resul41,cand42,resul42,cand43,resul43,person,nm_ue,instituto,estado,city,scenario,wrong,ID
,,MG-00091/2014,http://gazetadotriangulo.com.br/tmp/noticias/pesquisa-eleitoral-araguari-para-candidatos-a-deputado-estadual-e-federal/,BR,NA,"Deputado Estadual, Governador, Deputado Federal",TRUE,de,1,NA,NA,TIAOZINHO DO SINDICATO,37.5,MARLOS FERNANDES,14.9,LUIS LOPES PORCAO,13.3,DR IDSON,5.5,ELISMAR PRADO,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRAN,MiNAS GERAIS,NA,NA,NA,574,TRUE,1895
,,MG-00091/2014,http://gazetadotriangulo.com.br/tmp/noticias/pesquisa-eleitoral-araguari-para-candidatos-a-deputado-estadual-e-federal/,BR,NA,"Deputado Estadual, Governador, Deputado Federal",TRUE,df,1,NA,NA,MARCOS ALVIM,46.1,BONIFACIO ANDRADA,10.6,ODELMO LEAO,5.1,WELITON PRADO,3.7,CARLOS DO MG,2.4,CEZINHA,2.2,MAURO IMOVEIS,1.2,MARCOS MONTES,1,ZE VITOR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRAN,MiNAS GERAIS,NA,NA,NA,575,TRUE,1896
,,BR-00663/2014,http://www.jaenoticia.com.br/noticia/11081/IPESPE-divulga-pesquisa-de-intencao-de-votos-para-Governo-Senado-e-Presidencia,AL,NA,"Senador, Governador",TRUE,pr,NA,NA,NA,DILMA ROUSSEFF,48,MARINA SILVA,38,AECIO NEVES,6,PASTOR EVERALDO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,ALAGOAS,NA,NA,NA,576,TRUE,4722
,,GO-00125/2014,http://www.blogdosergiovieira.com.br/2014/09/pesquisa-veritabrasil-247-sinaliza.html,BR,NA,Governador,TRUE,g,1,NA,NA,MARCONI,44.1,IRIS,24.8,VANDERLAN CARDOSO,8.7,ANTONIO GOMIDE,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRAN,GOIÁS,NA,NA,NA,580,TRUE,1897
,,MS-00036/2014,https://www.fatimanews.com.br/politica/delcidio-lidera-com-44-reinaldo-cresce-para-22-e-trad-cai/162248/,BR,NA,Presidente,TRUE,g,0,NA,NA,DELCIDIO DO AMARAL,34,AZAMBUJA,20,TRAD,14,EVANDER VENDRAMINI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,585,TRUE,4843
,,MS-00036/2014,https://www.fatimanews.com.br/politica/delcidio-lidera-com-44-reinaldo-cresce-para-22-e-trad-cai/162248/,BR,NA,Presidente,TRUE,g,1,NA,NA,DELCIDIO DO AMARAL,44,AZAMBUJA,22,TRAD,18,EVANDER VENDRAMINI,1,PROFESSOR MONGE,1,SIDNEY MELO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,588,TRUE,4844
,,PE-00027/2014,http://www.joaozinhoandrade.com.br/2014/09/pesquisa-ipespe-fernando-alcanca-joao.html,BR,NA,Presidente,TRUE,s,1,NA,NA,JOAO PAULO,33,FERNANDO BEZERRA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,598,TRUE,4846
,,PI-00171/2014,https://cidadesnanet.com/news/politica/data-az-cai-o-numero-de-indecisos-para-deputado/,BR,NA,Presidente,TRUE,de,NA,NA,NA,JULIANA MORAES SOUZA,2.78,FABIO NOVO,2.63,WILSON BRANDAO,2.55,EDSON FERREIRA,2.39,LIZIE COELHO,2.23,HELIO ISAIAS,2.23,ROBERT RIOS,2.07,BETO REGO,1.99,GEORGIANO,1.91,TERERE,1.91,THEMISTOCLES FILHO,1.83,PABLO SANTOS,1.51,FLORA ISABEL,1.42,NERINHO,1.35,ANTONIO FELIX,1.35,MARDEN MENESES,1.35,ZE SANTANA,1.27,B. SA,1.27,ISMAR MARQUES,1.19,LUCIANO NUNES,1.03,BELE MEDEIROS,1.03,GUSTAVO NEIVA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,606,TRUE,4847
,,PI-00171/2014,https://cidadesnanet.com/news/politica/data-az-cai-o-numero-de-indecisos-para-deputado/,BR,NA,Presidente,TRUE,df,NA,NA,NA,MARCELO CASTRO,7.24,REJANE DIAS,6.21,HUGO NAPOLEAO,5.65,ATILA LIRA,5.17,IRACEMA PORTELLA,4.22,MARLLOS SAMPAIO,3.82,SILAS FREIRE,3.74,JULIO CESAR,3.42,HERACLITO FORTES,3.1,RODRIGO MARTINS,2.86,CAPITAO FABIO ABREU,2.7,ASSIS CARVALHO,2.63,PAES LANDIM,2.39,MAINHA,2.15,FLAVIO NOGUEIRA,1.75,OSMAR JUNIOR,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,607,TRUE,4848
,,PI-00171/2014,https://cidadesnanet.com/news/politica/pesquisa-para-o-senado-aponta-elmano-na-frente-de-wilson-veja-numeros/,BR,NA,Presidente,TRUE,s,0,NA,NA,ELMANO FERRER,29.91,WILSON MARTINS,24.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,603,TRUE,4849
,,PI-00171/2014,https://cidadesnanet.com/news/politica/pesquisa-para-o-senado-aponta-elmano-na-frente-de-wilson-veja-numeros/,BR,NA,Presidente,TRUE,s,1,NA,NA,ELMANO FERRER,40.41,WILSON MARTINS,38.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,605,TRUE,4850
,,PI-00171/2014,https://portaldobikanca.blogspot.com/2014/09/data-az-wellington-confirma-lideranca-e.html,BR,NA,Presidente,TRUE,g,0,NA,NA,WELLINGTON DIAS,40.57,ZE FILHO,23.79,MAO SANTA,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,602,TRUE,4851
,,PI-00171/2014,https://portaldobikanca.blogspot.com/2014/09/data-az-wellington-confirma-lideranca-e.html,BR,NA,Presidente,TRUE,g,1,NA,NA,WELLINGTON DIAS,49.24,ZE FILHO,30.07,MAO SANTA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,604,TRUE,4852
,,RS-00021/2014,"https://www.terra.com.br/noticias/eleicoes/rio-grande-do-sul/datafolha-rs-tarso-reage-e-empata-com-ana-amelia-lemos,fc54d72fcf3b8410VgnVCM5000009ccceb0aRCRD.html",BR,NA,Presidente,TRUE,s,NA,NA,NA,OLIVIO DUTRA,31,LASIER MARTINS,29,PEDRO SIMON,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,609,TRUE,4853
,,RS-00021/2014,"https://www.terra.com.br/noticias/eleicoes/rio-grande-do-sul/datafolha-rs-tarso-reage-e-empata-com-ana-amelia-lemos,fc54d72fcf3b8410VgnVCM5000009ccceb0aRCRD.html",BR,NA,Presidente,TRUE,g,NA,NA,NA,TARSO GENRO,31,ANA AMELIA LEMOS,31,JOSE IVO SARTORI,17,VIEIRA DA CUNHA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,608,TRUE,4854
,,RN-00034/2014,http://www.portalcgrn.com/2014/09/indecisao-e-grande-na-proporcional-para.html,BR,NA,Presidente,TRUE,de,NA,NA,NA,GETULIO REGO,3.82,TOMBA,2.06,VIVALDO COSTA,1.88,GALENO,1.82,KELPS,1.65,GEORGE SOARES,1.59,LARISSA ROSADO,1.53,EZEQUIEL,1.53,HERMANO MORAIS,1.47,RICARDO MOTTA,1.35,NELTER QUEIROZ,1.29,AGNELO,1.29,JOSE ADECIO,1.18,AMAZAN,1.18,MARCIA MAIA,1.06,CRISTIANE DANTAS,1.06,ALVARO DIAS,1,DISON,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,615,TRUE,4855
,,RN-00034/2014,http://www.portalcgrn.com/2014/09/indecisao-e-grande-na-proporcional-para.html,BR,NA,Presidente,TRUE,df,NA,NA,NA,FABIO FARIA,5.41,WALTER ALVES,4.94,FLIPE MAIA,4.41,RAFAEL MOTTA,2.35,DRA. ZENAIDE,2.24,BETINHO ROSADO,1.88,SANDRA ROSADO,1.59,ROGERIO MARINHO,1.53,ABRAAO LINCOLN,1.53,ANTONIO JACOME,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,616,TRUE,4856
,,PB-00035/2014,https://ademirsantos1977.blogspot.com/2014/,BR,NA,Presidente,TRUE,g,0,NA,NA,CASSIO CUNHA LIMA,38,RICARDO,32,VITAL DO REGO FILHO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,622,TRUE,4857
,,PB-00035/2014,https://ademirsantos1977.blogspot.com/2014/,BR,NA,Presidente,TRUE,g,1,NA,NA,CASSIO CUNHA LIMA,43,RICARDO,36,VITAL DO REGO FILHO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,623,TRUE,4858
,,PI-02046/2018,https://www.portalaz.com.br/noticia/data-az/2884/data-az-ciro-nogueira-avanca-e-assume-1%C2%BA-lugar-em-regeneracao,BR,NA,Presidente,TRUE,s,1,NA,NA,CIRO NOGUEIRA,20.34,WILSON MARTINS,11.66,FRANK AGUIAR,11.34,ROBERT RIOS,5,MARCELO CASTRO,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,627,TRUE,4860
,,TO-00039/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,NA,Presidente,TRUE,s,0,NA,NA,KATIA ABREU,43,EDUARDO GOMES,18,SARGENTO ARAGAO,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,632,TRUE,4866
,,TO-00039/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,NA,Presidente,TRUE,s,1,NA,NA,KATIA ABREU,47,EDUARDO GOMES,20,SARGENTO ARAGAO,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,635,TRUE,4867
,,TO-00039/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,NA,Presidente,TRUE,g,0,NA,NA,MARCELO MIRANDA,46,SANDOVAL CARDOSO,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,630,TRUE,4868
,,TO-00039/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,NA,Presidente,TRUE,g,1,NA,NA,MARCELO MIRANDA,50,SANDOVAL CARDOSO,34,ATAIDES OLIVEIRA,2,LUIS CLAUDIO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,633,TRUE,4869
,,PI-00198/2014,http://www.buritinet.com/2014/10/em-nova-pesquisa-no-pi-wellington-vence.html,BR,NA,Presidente,TRUE,g,0,NA,NA,WELLINGTON DIAS,40.57,ZE FILHO,25.7,MAO SANTA,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,647,TRUE,4871
,,PI-00198/2014,http://www.buritinet.com/2014/10/em-nova-pesquisa-no-pi-wellington-vence.html,BR,NA,Presidente,TRUE,g,1,NA,NA,WELLINGTON DIAS,49.56,ZE FILHO,30.63,MAO SANTA,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,649,TRUE,4872
,,PI-00198/2014,https://cidadesnanet.com/news/sem-categoria/data-az-elmano-abre-vantagem-de-53-sobre-wilson-na-disputa-pelo-senado/,BR,NA,Presidente,TRUE,s,0,NA,NA,ELMANO FERRER,33.97,WILSON MARTINS,25.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,648,TRUE,4873
,,PI-00198/2014,https://cidadesnanet.com/news/sem-categoria/data-az-elmano-abre-vantagem-de-53-sobre-wilson-na-disputa-pelo-senado/,BR,NA,Presidente,TRUE,s,1,NA,NA,ELMANO FERRER,43.04,WILSON MARTINS,37.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,650,TRUE,4874
,,PI-00198/2014,https://guadalupeagora.blogspot.com/2014/10/data-az-mais-de-dois-tercos-ja-tem-seu.html,BR,NA,Presidente,TRUE,de,0,NA,NA,EDSON FERREIRA,2.55,WILSON BRANDAO,2.47,BELE MEDEIROS,2.39,HELIO ISAIAS,2.23,BEETO REGO,2.23,JULIANA MORAES SOUZA,2.23,MARDEN MENEZES,2.15,GEORGIANO,2.15,GUSTAVO NEIVA,1.99,FABIO NOVO,1.91,ANTONIO FELIX,1.83,FLORA ISABEL,1.83,ROBERT RIOS,1.83,B. SA,1.75,ALUISIO MARTINS,1.59,DR. PESSOA,1.43,FERNANDO MONTEIRO,1.43,ZE SANTANA,1.43,DR. PABLO SANTOS,1.35,NERINHO,1.27,THEMISTOCLES FILHO,1.27,LIZIE COELHO,1.19,LIMA,1.19,HENRIQUE REBELO,1.19,MAURO TAPETY,1.19,SEVERO EULALIO,1.19,JOAO MADISON,1.03,RUBEM MARTINS,1.03,JOEL RODRIGUES,1.03,TERERE,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,645,TRUE,4875
,,PI-00198/2014,https://guadalupeagora.blogspot.com/2014/10/data-az-mais-de-dois-tercos-ja-tem-seu.html,BR,NA,Presidente,TRUE,df,0,NA,NA,REJANE DIAS,7.56,MARCELO CASTRO,7.56,ATILA LIRA,6.36,HUGO NAPOLEAO,4.61,JULIO CESAR,4.38,IRACEMA PORTELLA,4.3,SILAS FREIRE,4.14,MARLLOS SAMPAIO,3.58,MAINHA,3.5,CAPITAO FABIO ABREU,3.42,ASSIS CARVALHO,3.1,HERACLITO FORTES,3.94,PAES LANDIM,2.63,RODRIGO MARTINS,2.07,OSMAR JUNIOR,1.99,FLAVIO NOGUEIRA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,646,TRUE,4876
,,MS-09855-2018,https://agazetaconesul.com/noticia/indice/azambuja-mantem-lideranca-no-segundo-turno,BR,NA,Presidente,TRUE,g,0,NA,1,REINALDO AZAMBUJA,55,JUIZ ODILON,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,652,TRUE,4878
