OBS,1 = Preencher,tse_id,url,sg_uf,sg_ue,ds_cargos,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul40,cand41,resul41,cand42,resul42,cand43,resul43,person,nm_ue,instituto,estado,city,scenario,wrong,ID
,,PI-07024/2018,https://cidadesnanet.com/news/destaque-3/lula-57-bolsonaro-10-ciro-gomes-4-alckmin-3-diz-pesquisa-brvox/,BR,NA,Presidente,TRUE,s,0,NA,NA,WILSON MARTINS,10.83,MARCELO CASTRO,9.17,FRANK AGUIAR,8.92,CIRO NOGUEIRA,7.33,ROBERT RIOS,3.41,MARCOS VINICIUS,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,815,TRUE,4957
,,PI-07024/2018,https://cidadesnanet.com/news/destaque-3/lula-57-bolsonaro-10-ciro-gomes-4-alckmin-3-diz-pesquisa-brvox/,BR,NA,Presidente,TRUE,s,1,NA,NA,WILSON MARTINS,27,FRANK AGUIAR,18.59,CIRO NOGUEIRA,15.5,MARCELO CASTRO,16.25,ROBERT RIOS,11,JOAQUIM SARAIVA,2.42,MARCOS VINICIUS,2.83,QUEM QUEM,2.17,ELIZEU AGUIAR,2.92,JESUS RODRIGUES,1.5,PROF. PAULO HENRIQUE,1.17,ANTONIO JOSE LIRA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,818,TRUE,4958
,,PI-07024/2018,https://cidadesnanet.com/news/destaque-3/lula-57-bolsonaro-10-ciro-gomes-4-alckmin-3-diz-pesquisa-brvox/,BR,NA,Presidente,TRUE,df,0,NA,NA,FABIO ABREU,5.33,SILAS FREIRE,3.83,REJANE DIAS,3.67,JULIO CESAR,3.33,PAES LANDIM,1.83,ASSIS CARVALHO,1.58,HERACLITO FORTES,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,812,TRUE,4959
,,RO-05703/2018,https://www.xodonews.com.br/confira-as-pesquisas-realtime-big-data-para-11-estados-e-df-instituto-levantou-intencoes-de-votos-em-amapa-ms-mg-para-rj-rio-grande-do-norte-rs-rondonia-roraima-sp-sergipe-e-para-o-distrito/,BR,NA,Presidente,TRUE,g,NA,NA,1,CORONEL MARCOS ROCHA,61,EXPEDITO JUNIOR,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,820,TRUE,4962
,,GO-00996/2018,http://catalaourgente.com.br/site/2018/08/13/serpeso-popular-marconi-perillo-e-lucia-vania-estao-tecnicamente-empatados/,BR,NA,Presidente,TRUE,s,1,NA,NA,MARCONI PERILLO,15.5,LUCIA VANIA,14.2,VANDERLAN CARDOSO,10.8,JORGE KAJURU,8.4,PEDRO CHAVES,2.7,AGENOR MARIANO,1.1,MAGDA BORGES,2.3,WILDER MORAIS,1.6,LUIS CESAR BUENO,1.4,FABRICIO ROSA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,826,TRUE,4963
,,GO-00996/2018,http://serpes.com.br/pesquisa.aspx?ID=47,BR,NA,Presidente,TRUE,s,0,NA,NA,MARCONI PERILLO,5.4,LUCIA VANIA,3.4,JORGE KAJURU,3.1,VANDERLAN CARDOSO,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,823,TRUE,4967
,,PI-06776/2018,https://blogdotiagomendes11.blogspot.com/2018/04/,BR,NA,Presidente,TRUE,g,0,NA,NA,WELLINGTON DIAS,23.79,DR. PESSOA,1.14,LUCIANO NUNES,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,828,TRUE,4083
,,SE-06389/2018,http://www.xodonews.com.br/confira-as-pesquisas-realtime-big-data-para-o-governo-dos-estados/,BR,NA,Presidente,TRUE,g,NA,NA,NA,BELIVALDO CHAGAS,55,VALADARES FILHO,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,832,TRUE,4968
,,PI-08618/2018,http://www.chamadageralparnaiba.com/data-az-wellington-dias-com-5494-e-luciano-795-em-piripiri-222324.html,BR,NA,Presidente,TRUE,g,0,NA,NA,WELLINGTON DIAS,33.25,LUCIANO NUNES,3.86,DR. PESSOA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,835,TRUE,4970
,,PI-08618/2018,http://www.chamadageralparnaiba.com/data-az-wellington-dias-com-5494-e-luciano-795-em-piripiri-222324.html,BR,NA,Presidente,TRUE,g,1,NA,NA,WELLINGTON DIAS,54.94,LUCIANO NUNES,7.95,DR. PESSOA,6.75,ELMANO FERRER,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,836,TRUE,4971
,,PI-08618/2018,https://portalaz.com.br/publicacao/1768/,BR,NA,Presidente,TRUE,s,1,NA,NA,WILSON MARTINS,10.6,MARCELO CASTRO,9.76,FRANK AGUIAR,7.23,CIRO NOGUEIRA,5.9,ROBERT RIOS,4.22,ANTONIO JOSE LIRA,1.45,GERVASIO SANTOS,1.45,MARCOS VINICIOS1,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,838,TRUE,4973
,,MA-03938/2018,https://www.glaucioericeira.com.br/2018/10/pesquisa-da-tv-record-aponta-vitoria-apertada-de-dino-no-primeiro-turno/,BR,NA,Presidente,TRUE,g,0,NA,NA,FLAVIO DINO,41,ROSEANA SARNEY,23,MAURA JORGE,5,ROBERTO ROCHA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,839,TRUE,4974
,,MA-03938/2018,https://www.glaucioericeira.com.br/2018/10/pesquisa-da-tv-record-aponta-vitoria-apertada-de-dino-no-primeiro-turno/,BR,NA,Presidente,TRUE,g,1,NA,NA,FLAVIO DINO,47,ROSEANA SARNEY,32,MAURA JORGE,7,ROBERTO ROCHA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,840,TRUE,4975
,,RN-07782/2018,http://www.canguaretamadefato.com/2018/09/eleicao-2018-fatima-bezerra-pode-vencer.html,BR,NA,Governador,TRUE,g,1,NA,NA,FATIMA BEZERRA,36.24,CARLOS EDUARDO,21.21,ROBINSON FARIA,10.43,QUEIROGA,1.99,CARLOS ALBERTO,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRAN,RIO GRANDE DO NORTE,NA,NA,NA,844,TRUE,1902
,,RN-07782/2018,https://toinhoffilho.blogspot.com/2018/09/senado-geraldo-melo-e-o-que-mais-cresce.html,BR,NA,Senador,TRUE,s,1,NA,NA,GERALDO MELO,10.96,ZENAIDE MAIA,12.6,GARIBALDI ALVES,12.6,STYVENSON,12.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRAN,RIO GRANDE DO NORTE,NA,NA,NA,845,TRUE,1903
,,MG-00881/2018,https://noticias.r7.com/eleicoes-2018/big-data-mg-zema-tem-64-dos-votos-validos-e-anastasia-36-23102018,BR,NA,Presidente,TRUE,g,NA,NA,NA,ZEMA,53,ANASTASIA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,846,TRUE,4976
,,SP-09286/2018,http://www.annoticias.com.br/Noticias/eleicoes-2018/realtime-big-data-doria-tem-53-dos-votos-validos-e-franca-47,BR,NA,Presidente,TRUE,g,NA,NA,NA,JOAO DORIA,48,MARCIO FRANCA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,847,TRUE,4977
,,PI-04784/2018,http://folhadeoeiras.com/noticia/2975/DATA-AZ:-Wilson-Martins-lidera-na-corrida-para-o-Senado-em-Oeiras,BR,NA,Presidente,TRUE,de,0,NA,NA,B. SA,8.57,B. SA FILHO,6,MAURO TAPETY,5.71,DR. FRANCISCO,2.29,LIMA,1.71,HELIO ISAIAS,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,849,TRUE,4978
,,PI-04784/2018,http://folhadeoeiras.com/noticia/2975/DATA-AZ:-Wilson-Martins-lidera-na-corrida-para-o-Senado-em-Oeiras,BR,NA,Presidente,TRUE,s,1,NA,NA,WILSON MARTINS,12.43,MARCELO CASTRO,8.29,CIRO NOGUEIRA,7.43,FRANK AGUIAR,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,853,TRUE,4979
,,PI-04784/2018,http://www.folhadeoeiras.com/noticia/2974/index.html,BR,NA,Presidente,TRUE,g,1,NA,NA,WELLINGTON DIAS,32.57,DR. PESSOA,15.43,LUCIANO NUNES,7.71,LUCIANE SANTOS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,851,TRUE,4981
,,PI-04784/2018,https://www.muraldavila.com.br/noticias/em-oeiras-indecisos-somam-mais-que-as-intencoes-de-voto-de-wellington-dias-72086.html,BR,NA,Presidente,TRUE,df,0,NA,NA,ASSIS CARVALHO,10.29,MAINHA,1.71,MAIA FILHO,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,850,TRUE,4982
,,PE-02671/2018,https://blogdexucuru.blogspot.com/2018/10/paulo-camara-43-armando-monteiro-28-diz.html,BR,NA,Presidente,TRUE,g,NA,NA,NA,PAULO CAMARA,43,ARMANDO MONTEIRO,28,MAURICIO RANDS,2,JULIO LOSSIO,2,DANI PORTELA,1,ANA PATRICIA ALVES,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,856,TRUE,4986
,,MS-02838/2018,http://voxms.com.br/eleicoes-2018/pesquisas-mostram-vitoria-de-reinaldo-no-1o-turno/,BR,BR,PRESIDENTE,TRUE,g,0,NA,NA,REINALDO AZAMBUJA,31.3,ODILON DE OLIVEIRA,18.8,JUNIOR MOCHI,5.1,HUMBERTO AMADUCCI,4.4,MARCELO BLUMA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,860,TRUE,3042
,,MS-02838/2018,http://www.douranews.com.br/index.php/politica/item/116888-pesquisa-do-midiamax-indica-que-reinaldo-pode-vencer-no-primeiro-turno,BR,BR,PRESIDENTE,TRUE,g,1,NA,NA,REINALDO AZAMBUJA,37.5,JUIZ ODILON,23.9,JUNIOR MOCHI,6.2,HUMBERTO AMADUCCI,5.4,MARCELO BLUMA,2,JOAO ALFREDO,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,861,TRUE,3043
,,MS-02838/2018,https://www.midiamax.com.br/politica/2018/nelsinho-e-zeca-lideram-corrida-pelo-senado-em-ms-indica-datamax,BR,BR,PRESIDENTE,TRUE,s,1,NA,NA,NELSINHO TRAD,26.3,ZECA DO PT,24.4,MOKA,18,DELCIDIO AMARAL,16.1,MARCELO MIGLIOLI,12,SORAYA THRONICKE,8.5,SERGIO HARFOUCHE,7.3,BETO FIGUEIRO,3.2,GILMAR DA CRUZ,2,MARIO FONSECA,1.6,ANISIO GUATO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,NA,NA,NA,NA,863,TRUE,3045
,,GO-07537/2018,http://jornalespaco.com/2018/09/10/serpes-o-popular-ronaldo-caiado-atinge-423-ze-eliton-tem-109-e-daniel-86/,BR,NA,Presidente,TRUE,g,1,NA,NA,RONALDO CAIADO,42.3,ZE ELITON,10.9,DANIEL VILELA,8.6,KATIA MARIA,3.4,WESLEI GARCIA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,864,TRUE,4989
,,RN-08199/2018,https://rabiscosdosamueljunior.blogspot.com/2018/07/pesquisa-fierncertus-fatima-bezerra.html,BR,NA,Governador,TRUE,g,1,NA,NA,FATIMA BEZERRA,29.15,CARLOS EDUARDO,15.39,ROBINSON FARIA,6.31,FABIA DANTAS,1.7,CARLOS ALBERTO,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRAN,RIO GRANDE DO NORTE,NA,NA,NA,867,TRUE,1904
6 d�gitos,,PI-003437/2018,https://portalaz.com.br/publicacao/1560/,BR,NA,Presidente,TRUE,df,0,NA,NA,SILAS FREIRE,3,JULIO CESAR,2.67,ATILA LIRA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,869,TRUE,4991
6 d�gitos,,PI-003437/2018,https://portalaz.com.br/publicacao/1560/,BR,NA,Presidente,TRUE,de,0,NA,NA,FABIO XAVIER,21.33,HELIO ISAIAS,6.33,WILSON BRANDAO,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,868,TRUE,4992
6 d�gitos,,PI-003437/2018,https://portalaz.com.br/publicacao/1560/,BR,NA,Presidente,TRUE,s,1,NA,NA,FRANK AGUIAR,9.83,WILSON MARTINS,9.83,CIRO NOGUEIRA,7.67,ROBERT RIOS,4.67,ALBETIZA MOREIRA,1.33,MARCELO CASTRO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,872,TRUE,4994
6 d�gitos,,PI-003437/2018,https://portalaz.com.br/publicacao/1560/,BR,NA,Presidente,TRUE,g,1,NA,NA,WELLINGTON DIAS,44,DR. PESSOA,7.67,LUCIANO NUNES,3.67,ELMANO FERRER,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRO,BRASIL,NA,NA,NA,870,TRUE,4995
Site off,,RN-04070/2018,https://guamarenews.com/pesquisas-confira-os-numeros-das-cinco-ultimas-pesquisas-eleitorais-no-rn-para-governo-e-presidencia/,BR,NA,Governador,TRUE,g,1,NA,NA,FATIMA BEZERRA,53.3,CARLOS EDUARDO,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRAN,RIO GRANDE DO NORTE,NA,NA,NA,879,TRUE,1905
